0.03333,MOT_mc_bg_black_00,b80,,
0.03333,MOT_mc_back_00,on0,,
0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom1,,
13.831949999999999,6,lp3,,,
13.831949999999999,7,lp3,,,
13.831949999999999,8,lp3,,,
13.831949999999999,9,lp3,,,
13.831949999999999,10,lp3,,,
15.665099999999999,1,1-2,,,
15.665099999999999,2,1-2,,,
15.665099999999999,3,1-2,,,
15.665099999999999,4,3-4,,,
15.665099999999999,5,3-4,,,
15.665099999999999,6,3-4,,,
15.665099999999999,7,3-4,,,
15.665099999999999,8,3-4,,,
15.665099999999999,9,3-4,,,
15.665099999999999,10,3-4,,,
16.16505,4,,,,D40
16.16505,5,,,,D40
16.43169,2,,,,D60
16.43169,3,,,,D60
16.49835,1,sj2,,,
16.59834,10,w4,,,
16.59834,7,w4,,,
16.59834,3,w2,,,
16.59834,2,w2,,,
16.59834,6,w4,,,
16.59834,9,w4,,,
16.59834,5,w4,,,
16.59834,4,w4,,,
16.59834,8,w4,,,
16.9983,1,w2,,,
17.09829,1,sj2,,,
17.59824,1,w2,,,
17.6649,1,sj2,,,
18.03153,1,2-3,,,
18.53148,1,3-4,,,
19.26474,MOT_mc_bg_black_00,b80-45,,
19.26474,1,sj4,,,
19.26474,2,sj2,,,
19.26474,3,sj2,,,
19.26474,4,sj4,,,
19.26474,5,sj4,,,
19.26474,6,sj4,,,
19.26474,7,sj4,,,
19.26474,8,sj4,,,
19.26474,9,sj4,,,
19.26474,10,sj4,,,
19.29807,3,,,,L20
19.29807,2,,,,L20
19.764689999999998,10,w4,,,
19.764689999999998,7,w4,,,
19.764689999999998,3,w2,,,
19.764689999999998,2,w2,,,
19.764689999999998,6,w4,,,
19.764689999999998,9,w4,,,
19.764689999999998,5,w4,,,
19.764689999999998,1,w4,,,
19.764689999999998,4,w4,,,
19.764689999999998,8,w4,,,
19.86468,1,sj4,,,
19.86468,2,sj2,,,
19.86468,3,sj2,,,
19.86468,4,sj4,,,
19.86468,5,sj4,,,
19.86468,6,sj4,,,
19.86468,7,sj4,,,
19.86468,8,sj4,,,
19.86468,9,sj4,,,
19.86468,10,sj4,,,
19.93134,4,,,,L20
19.93134,5,,,,L20
20.36463,10,w4,,,
20.36463,7,w4,,,
20.36463,3,w2,,,
20.36463,2,w2,,,
20.36463,6,w4,,,
20.36463,9,w4,,,
20.36463,5,w4,,,
20.36463,1,w4,,,
20.36463,4,w4,,,
20.36463,8,w4,,,
20.43129,1,sj4,,,
20.43129,2,sj2,,,
20.43129,3,sj2,,,
20.43129,4,sj4,,,
20.43129,5,sj4,,,
20.43129,6,sj4,,,
20.43129,7,sj4,,,
20.43129,8,sj4,,,
20.43129,9,sj4,,,
20.43129,10,sj4,,,
20.93124,10,w4,,,
20.93124,7,w4,,,
20.93124,3,w2,,,
20.93124,2,w2,,,
20.93124,6,w4,,,
20.93124,9,w4,,,
20.93124,5,w4,,,
20.93124,1,w4,,,
20.93124,4,w4,,,
20.93124,8,w4,,,
21.29787,1,4-1,,,
21.29787,2,2-3,,,
21.29787,3,2-3,,,
21.29787,4,4-1,,,
21.29787,5,4-1,,,
21.29787,6,4-1,,,
21.29787,7,4-1,,,
21.29787,8,4-1,,,
21.29787,9,4-1,,,
21.29787,10,4-1,,,
21.6645,1,1-2,,,
21.6645,2,3-4,,,
21.6645,3,3-4,,,
21.6645,4,1-2,,,
21.6645,5,1-2,,,
21.6645,6,1-2,,,
21.6645,7,1-2,,,
21.6645,8,1-2,,,
21.6645,9,1-2,,,
21.6645,10,1-2,,,
22.031129999999997,1,j2-3,,,
22.031129999999997,2,j4-1,,,
22.031129999999997,3,j4-1,,,
22.031129999999997,4,j2-3,,,
22.031129999999997,5,j2-3,,,
22.031129999999997,6,j2-3,,,
22.031129999999997,7,j2-3,,,
22.031129999999997,8,j2-3,,,
22.031129999999997,9,j2-3,,,
22.031129999999997,10,j2-3,,,
22.36443,1,lp3,,,
22.36443,2,lp1,,,
22.36443,3,lp1,,,
22.36443,4,lp3,,,
22.36443,5,lp3,,,
22.36443,6,lp3,,,
22.36443,7,lp3,,,
22.36443,8,lp3,,,
22.36443,9,lp3,,,
22.36443,10,lp3,,,
24.664199999999997,1,3-4,,,
24.664199999999997,2,1-2,,,
24.664199999999997,3,1-2,,,
24.664199999999997,4,3-4,,,
24.664199999999997,5,3-4,,,
24.664199999999997,6,3-4,,,
24.664199999999997,7,3-4,,,
24.664199999999997,8,3-4,,,
24.664199999999997,9,3-4,,,
24.664199999999997,10,3-4,,,
24.89751,MOT_mc_stage_color_00,b-flash,,
24.89751,MOT_mc_bg_black_00,b20,,
24.89751,1,,,,L0
24.89751,2,,,,L0
24.89751,3,,,,L0
24.89751,4,,,,L0
24.89751,5,,,,L0
24.89751,6,,,,L0
24.89751,7,,,,L0
24.89751,8,,,,L0
24.89751,9,,,,L0
24.89751,10,,,,L0
24.93084,MOT_mc_back_00,on,,
24.96417,MOT_mc_light_center_00,on,,
24.96417,MOT_mc_light_up_00,on,,
24.9975,1,lp4,,,
24.9975,2,lp2,,,
24.9975,3,lp2,,,
24.9975,4,lp4,,,
24.9975,5,lp4,,,
24.9975,6,lp4,,,
24.9975,7,lp4,,,
24.9975,8,lp4,,,
24.9975,9,lp4,,,
24.9975,10,lp4,,,
25.83075,1,4-1,,,
25.83075,2,2-3,,,
25.83075,3,2-3,,,
25.83075,4,4-1,,,
25.83075,5,4-1,,,
25.83075,6,4-1,,,
25.83075,7,4-1,,,
25.83075,8,4-1,,,
25.83075,9,4-1,,,
25.83075,10,4-1,,,
26.16405,1,hj1,,,
26.16405,2,hj3,,,
26.16405,3,hj3,,,
26.16405,4,hj1,,,
26.16405,5,hj1,,,
26.16405,6,hj1,,,
26.16405,7,hj1,,,
26.16405,8,hj1,,,
26.16405,9,hj1,,,
26.16405,10,hj1,,,
26.697329999999997,1,sj1,,,
26.697329999999997,2,sj3,,,
26.697329999999997,3,sj3,,,
26.697329999999997,4,sj1,,,
26.697329999999997,5,sj1,,,
26.697329999999997,6,sj1,,,
26.697329999999997,7,sj1,,,
26.697329999999997,8,sj1,,,
26.697329999999997,9,sj1,,,
26.697329999999997,10,sj1,,,
27.19728,10,w1,,,
27.19728,7,w1,,,
27.19728,3,w3,,,
27.19728,2,w3,,,
27.19728,6,w1,,,
27.19728,9,w1,,,
27.19728,5,w1,,,
27.19728,1,w1,,,
27.19728,4,w1,,,
27.19728,8,w1,,,
27.463919999999998,1,1-2,,,
27.463919999999998,2,3-4,,,
27.463919999999998,3,3-4,,,
27.463919999999998,4,1-2,,,
27.463919999999998,5,1-2,,,
27.463919999999998,6,1-2,,,
27.463919999999998,7,1-2,,,
27.463919999999998,8,1-2,,,
27.463919999999998,9,1-2,,,
27.463919999999998,10,1-2,,,
27.663899999999998,MOT_mc_stage_color_00,b-flash,,
27.79722,1,lp2,,,
27.79722,2,lp4,,,
27.79722,3,lp4,,,
27.79722,4,lp2,,,
27.79722,5,lp2,,,
27.79722,6,lp2,,,
27.79722,7,lp2,,,
27.79722,8,lp2,,,
27.79722,9,lp2,,,
27.79722,10,lp2,,,
28.56381,1,2-3,,,
28.56381,2,4-1,,,
28.56381,3,4-1,,,
28.56381,4,2-3,,,
28.56381,5,2-3,,,
28.56381,6,2-3,,,
28.56381,7,2-3,,,
28.56381,8,2-3,,,
28.56381,9,2-3,,,
28.56381,10,2-3,,,
28.897109999999998,1,hj3,,,
28.897109999999998,2,hj1,,,
28.897109999999998,3,hj1,,,
28.897109999999998,4,hj3,,,
28.897109999999998,5,hj3,,,
28.897109999999998,6,hj3,,,
28.897109999999998,7,hj3,,,
28.897109999999998,8,hj3,,,
28.897109999999998,9,hj3,,,
28.897109999999998,10,hj3,,,
29.43039,1,sj3,,,
29.43039,2,sj1,,,
29.43039,3,sj1,,,
29.43039,4,sj3,,,
29.43039,5,sj3,,,
29.43039,6,sj3,,,
29.43039,7,sj3,,,
29.43039,8,sj3,,,
29.43039,9,sj3,,,
29.43039,10,sj3,,,
29.930339999999998,10,w3,,,
29.930339999999998,7,w3,,,
29.930339999999998,3,w1,,,
29.930339999999998,2,w1,,,
29.930339999999998,6,w3,,,
29.930339999999998,9,w3,,,
29.930339999999998,5,w3,,,
29.930339999999998,1,w3,,,
29.930339999999998,4,w3,,,
29.930339999999998,8,w3,,,
29.997,6,3-4,,,
29.997,2,1-2,,,
29.997,3,1-2,,,
29.997,7,3-4,,,
29.997,10,3-4,,,
30.296969999999998,8,3-4,,,
30.296969999999998,4,3-4,,,
30.296969999999998,1,3-4,,,
30.296969999999998,5,3-4,,,
30.296969999999998,9,3-4,,,
30.43029,MOT_mc_stage_color_00,y-flash,,
30.563609999999997,1,lp4,,,
30.563609999999997,2,lp2,,,
30.563609999999997,3,lp2,,,
30.563609999999997,4,lp4,,,
30.563609999999997,5,lp4,,,
30.563609999999997,6,lp4,,,
30.563609999999997,7,lp4,,,
30.563609999999997,8,lp4,,,
30.563609999999997,9,lp4,,,
30.563609999999997,10,lp4,,,
31.330199999999998,6,4-1,,,
31.330199999999998,2,2-3,,,
31.330199999999998,3,2-3,,,
31.330199999999998,7,4-1,,,
31.330199999999998,10,4-1,,,
31.63017,8,4-1,,,
31.63017,4,4-1,,,
31.63017,1,4-1,,,
31.63017,5,4-1,,,
31.63017,9,4-1,,,
31.83015,MOT_mc_stage_color_00,r-flash,,
31.89681,1,lp1,,,
31.89681,2,lp3,,,
31.89681,3,lp3,,,
31.89681,4,lp1,,,
31.89681,5,lp1,,,
31.89681,6,lp1,,,
31.89681,7,lp1,,,
31.89681,8,lp1,,,
31.89681,9,lp1,,,
31.89681,10,lp1,,,
33.063359999999996,1,j1-2,,,
33.063359999999996,2,j3-4,,,
33.063359999999996,3,j3-4,,,
33.063359999999996,4,j1-2,,,
33.063359999999996,5,j1-2,,,
33.23001,MOT_mc_stage_color_00,b-flash,,
33.39666,1,lp2,,,
33.39666,2,lp4,,,
33.39666,3,lp4,,,
33.39666,4,lp2,,,
33.39666,5,lp2,,,
33.6633,7,j1-2,,,
33.6633,9,j1-2,,,
33.6633,10,j1-2,,,
34.02993,7,lp2,,,
34.02993,9,lp2,,,
34.02993,10,lp2,,,
34.16325,6,j1-2,,,
34.16325,8,j1-2,,,
34.49655,1,2-3,,,
34.49655,2,4-1,,,
34.49655,3,4-1,,,
34.49655,4,2-3,,,
34.49655,5,2-3,,,
34.49655,6,2-3,,,
34.49655,7,2-3,,,
34.49655,8,2-3,,,
34.49655,9,2-3,,,
34.49655,10,2-3,,,
34.79652,1,lp3,,,
34.79652,2,lp1,,,
34.79652,3,lp1,,,
34.79652,4,lp3,,,
34.79652,5,lp3,,,
34.79652,6,lp3,,,
34.79652,7,lp3,,,
34.79652,8,lp3,,,
34.79652,9,lp3,,,
34.79652,10,lp3,,,
35.56311,1,hj3,,,
35.56311,2,hj1,,,
35.56311,3,hj1,,,
35.56311,4,hj3,,,
35.56311,5,hj3,,,
35.56311,6,hj3,,,
35.56311,7,hj3,,,
35.56311,8,hj3,,,
35.56311,9,hj3,,,
35.56311,10,hj3,,,
35.86308,MOT_mc_stage_color_00,stay,,
35.86308,MOT_mc_light_up_00,stop,,
35.86308,MOT_mc_light_center_00,stop,,
35.86308,MOT_mc_back_00,bg00,,
35.86308,2,,,,D40
35.86308,2,,,,D40
35.86308,3,,,,D40
35.86308,4,,,,D40
35.86308,5,,,,D40
35.86308,6,,,,D40
35.86308,7,,,,D40
35.86308,8,,,,D40
35.86308,9,,,,D40
36.16305,10,3-4,,,
36.16305,7,lp3,,,
36.16305,9,lp3,,,
36.16305,5,lp3,,,
36.56301,10,4-1,,,
36.79632,3,w1,,,
36.79632,2,w1,,,
36.79632,6,w3,,,
36.79632,1,w3,,,
36.79632,4,w3,,,
36.79632,8,w3,,,
37.22961,10,j1-2,,,
37.929539999999996,10,j2-3,,,
38.56281,5,3-4,,,
38.56281,5,,,,L0
38.56281,10,,,,D40
38.92944,5,lp4,,,
38.9961,10,w3,,,
39.995999999999995,5,sp4-1,,,
39.995999999999995,10,lp3,,,
40.72926,5,1-2,,,
41.06256,7,j3-4,,,
41.06256,7,,,,L0
41.229209999999995,5,,,,D40
41.39586,7,j4-1,,,
41.6625,5,w2,,,
42.09579,7,j1-2,,,
42.429089999999995,7,lp2,,,
42.92904,7,2-3,,,
43.262339999999995,7,3-4,,,
43.595639999999996,7,j4-1,,,
44.22891,9,j3-4,,,
44.22891,9,,,,L0
44.22891,7,,,,D40
44.6622,7,w1,,,
44.895509999999994,9,j4-1,,,
45.56211,1,j3-4,,,
45.56211,2,j1-2,,,
45.56211,3,j1-2,,,
45.56211,4,j3-4,,,
45.56211,5,j2-3,,,
45.56211,6,j3-4,,,
45.56211,7,j1-2,,,
45.56211,8,j3-4,,,
45.56211,9,j1-2,,,
45.56211,10,j3-4,,,
45.56211,5,,,,L0
45.56211,7,,,,L0
45.56211,10,,,,L0
45.89541,1,4-1,,,
45.89541,2,2-3,,,
45.89541,3,2-3,,,
45.89541,4,4-1,,,
45.89541,5,3-4,,,
45.89541,6,4-1,,,
45.89541,7,2-3,,,
45.89541,8,4-1,,,
45.89541,9,2-3,,,
45.89541,10,4-1,,,
46.22871,1,lp1,,,
46.22871,2,lp3,,,
46.22871,3,lp3,,,
46.22871,4,lp1,,,
46.22871,5,lp4,,,
46.22871,6,lp1,,,
46.22871,7,lp3,,,
46.22871,8,lp1,,,
46.22871,9,lp3,,,
46.22871,10,lp1,,,
46.62867,1,1-2,,,
46.62867,2,3-4,,,
46.62867,3,3-4,,,
46.62867,4,1-2,,,
46.62867,5,4-1,,,
46.62867,6,1-2,,,
46.62867,7,3-4,,,
46.62867,8,1-2,,,
46.62867,9,3-4,,,
46.62867,10,1-2,,,
47.06196,1,hj2,,,
47.06196,2,hj4,,,
47.06196,3,hj4,,,
47.06196,4,hj2,,,
47.06196,5,hj1,,,
47.06196,6,hj2,,,
47.06196,7,hj4,,,
47.06196,8,hj2,,,
47.06196,9,hj4,,,
47.06196,10,hj2,,,
47.39526,8,,,,L0
47.39526,4,,,,D40
47.39526,6,,,,D40
47.39526,4,sort,-300,
47.76189,8,lp2,,,
48.29517,10,w2,,,
48.29517,7,w4,,,
48.29517,3,w4,,,
48.29517,2,w4,,,
48.29517,6,w2,,,
48.29517,9,w4,,,
48.29517,5,w1,,,
48.29517,1,w2,,,
48.29517,4,w2,,,
49.89501,1,2-3,,,
49.89501,2,4-1,,,
49.89501,3,4-1,,,
49.89501,4,2-3,,,
49.89501,5,1-2,,,
49.89501,6,2-3,,,
49.89501,7,4-1,,,
49.89501,8,2-3,,,
49.89501,9,4-1,,,
49.89501,10,2-3,,,
50.19498,8,lp3,,,
50.19498,4,lp3,,,
50.19498,6,lp3,,,
50.82825,10,w3,,,
50.82825,7,w1,,,
50.82825,3,w1,,,
50.82825,2,w1,,,
50.82825,9,w1,,,
50.82825,5,w2,,,
50.82825,1,w3,,,
51.294869999999996,8,sp3-4,,,
51.9948,4,3-4,,,
51.9948,6,3-4,,,
51.9948,8,j4-1,,,
52.128119999999996,6,,,,L0
52.29477,8,,,,D40
52.46142,6,4-1,,,
52.928039999999996,4,w4,,,
52.994699999999995,6,1-2,,,
53.06136,8,w1,,,
53.294669999999996,6,2-3,,,
53.89461,6,j3-4,,,
54.29457,6,j4-1,,,
54.69453,6,1-2,,,
55.327799999999996,4,4-1,,,
55.327799999999996,6,2-3,,,
55.327799999999996,8,1-2,,,
55.427789999999995,4,,,,L0
55.52778,6,,,,D40
55.52778,6,sort,-400,
55.52778,8,sort,-400,
55.6611,4,j1-2,,,
55.6611,6,lp3,,,
55.6611,8,lp2,,,
56.06106,4,2-3,,,
56.36103,4,j3-4,,,
56.79432,4,4-1,,,
57.49425,4,1-2,,,
58.160849999999996,4,j2-3,,,
58.49415,4,sp3-4,,,
60.193979999999996,4,4-1,,,
60.193979999999996,6,3-4,,,
60.193979999999996,8,2-3,,,
60.96057,6,j4-1,,,
60.96057,8,j3-4,,,
60.96057,6,,,,L0
60.96057,8,,,,L0
61.127219999999994,4,j1-2,,,
61.59384,1,3-4,,,
61.59384,2,1-2,,,
61.59384,3,1-2,,,
61.59384,4,2-3,,,
61.59384,5,2-3,,,
61.59384,6,1-2,,,
61.59384,7,1-2,,,
61.59384,8,4-1,,,
61.59384,9,1-2,,,
61.59384,10,3-4,,,
62.06046,6,j2-3,,,
62.06046,8,j1-2,,,
62.227109999999996,4,j3-4,,,
62.52708,10,w4,,,
62.52708,7,w2,,,
62.52708,3,w2,,,
62.52708,2,w2,,,
62.52708,9,w2,,,
62.52708,5,w3,,,
62.52708,1,w4,,,
62.760389999999994,1,j4-1,,,
62.760389999999994,2,j2-3,,,
62.760389999999994,3,j2-3,,,
62.760389999999994,4,j4-1,,,
62.760389999999994,5,j3-4,,,
62.760389999999994,6,j3-4,,,
62.760389999999994,7,j2-3,,,
62.760389999999994,8,j2-3,,,
62.760389999999994,9,j2-3,,,
62.760389999999994,10,j4-1,,,
63.36033,1,hj1,,,
63.36033,2,hj3,,,
63.36033,3,hj3,,,
63.36033,4,hj1,,,
63.36033,5,hj4,,,
63.36033,6,hj4,,,
63.36033,7,hj3,,,
63.36033,8,hj3,,,
63.36033,9,hj3,,,
63.36033,10,hj1,,,
63.62697,MOT_mc_stage_color_00,r-flash,,
63.69363,MOT_mc_bg_black_00,b80,,
63.69363,MOT_mc_light_center_00,off,,
63.69363,MOT_mc_light_up_00,on,,
63.69363,2,,,,L0
63.69363,1,,,,D60
63.69363,3,,,,D60
63.69363,1,sort,-500,
64.56021,2,3-4,,,
64.59353999999999,10,w1,,,
64.59353999999999,7,w3,,,
64.59353999999999,3,w3,,,
64.59353999999999,6,w4,,,
64.59353999999999,9,w3,,,
64.59353999999999,5,w4,,,
64.59353999999999,1,w1,,,
64.59353999999999,4,w1,,,
64.59353999999999,8,w3,,,
65.49345,2,w4,,,
65.92674,2,4-1,,,
66.56000999999999,2,j1-2,,,
67.62657,2,w2,,,
68.69313,2,2-3,,,
69.39305999999999,2,3-4,,,
69.45971999999999,2,,,,D60
69.52638,3,,,,L0
69.72636,2,lp4,,,
69.72636,3,j3-4,,,
69.95967,MOT_mc_stage_color_00,r-flash,,
70.09299,3,4-1,,,
70.39296,3,lp1,,,
71.45952,3,j1-2,,,
72.09279,3,j2-3,,,
72.42609,3,lp3,,,
73.52597999999999,3,j3-4,,,
73.82594999999999,1,,,,L0
73.82594999999999,3,,,,D60
73.89260999999999,1,1-2,,,
73.89260999999999,3,lp4,,,
74.05926,2,sort,-600,
74.05926,3,sort,-600,
74.12592,MOT_mc_stage_color_00,r-flash,,
74.22591,1,2-3,,,
74.55921,1,3-4,,,
74.92584,1,j4-1,,,
75.25914,1,sp1-2,,,
75.69243,1,j2-3,,,
76.29236999999999,1,j3-4,,,
76.65899999999999,1,lp4,,,
77.59223999999999,1,j4-1,,,
77.59223999999999,2,j4-1,,,
77.59223999999999,3,j4-1,,,
77.85888,MOT_mc_stage_color_00,b-flash,,
77.85888,2,,,,L0
77.85888,3,,,,L0
77.95886999999999,1,sp1-2,,,
78.22551,2,j1-2,,,
78.42549,MOT_mc_stage_color_00,y-flash,,
78.6588,3,w1,,,
78.72546,3,j1-2,,,
79.02543,MOT_mc_stage_color_00,r-flash,,
79.22541,2,j2-3,,,
79.59204,MOT_mc_stage_color_00,b-flash,,
79.69203,3,j2-3,,,
80.25864,1,2-3,,,
80.25864,2,3-4,,,
80.25864,3,3-4,,,
80.25864,4,1-2,,,
80.25864,5,4-1,,,
80.25864,6,4-1,,,
80.25864,7,3-4,,,
80.25864,8,3-4,,,
80.25864,9,3-4,,,
80.25864,10,1-2,,,
80.55861,1,hj3,,,
80.55861,2,hj4,,,
80.55861,3,hj4,,,
80.55861,4,hj2,,,
80.55861,5,hj1,,,
80.55861,6,hj1,,,
80.55861,7,hj4,,,
80.55861,8,hj4,,,
80.55861,9,hj4,,,
80.55861,10,hj2,,,
80.59194,MOT_mc_stage_color_00,b-flash,,
80.62527,MOT_mc_bg_black_00,b80,,
81.09188999999999,1,lp3,,,
81.09188999999999,2,lp4,,,
81.09188999999999,3,lp4,,,
81.09188999999999,4,lp2,,,
81.09188999999999,5,lp1,,,
81.09188999999999,6,lp1,,,
81.09188999999999,7,lp4,,,
81.09188999999999,8,lp4,,,
81.09188999999999,9,lp4,,,
81.09188999999999,10,lp2,,,
81.89180999999999,1,3-4,,,
81.89180999999999,2,4-1,,,
81.89180999999999,3,4-1,,,
81.89180999999999,4,2-3,,,
81.89180999999999,5,1-2,,,
81.89180999999999,6,1-2,,,
81.89180999999999,7,4-1,,,
81.89180999999999,8,4-1,,,
81.89180999999999,9,4-1,,,
81.89180999999999,10,2-3,,,
82.39175999999999,1,hj4,,,
82.39175999999999,2,hj1,,,
82.39175999999999,3,hj1,,,
82.39175999999999,4,hj3,,,
82.39175999999999,5,hj2,,,
82.39175999999999,6,hj2,,,
82.39175999999999,7,hj1,,,
82.39175999999999,8,hj1,,,
82.39175999999999,9,hj1,,,
82.39175999999999,10,hj3,,,
82.75838999999999,MOT_mc_bg_black_00,b65,,
82.75838999999999,MOT_mc_back_00,on,,
82.75838999999999,MOT_mc_light_center_00,off,,
82.75838999999999,MOT_mc_light_up_00,off,,
82.75838999999999,2,sort,-800,
82.75838999999999,3,sort,-800,
82.75838999999999,6,sort,-800,
82.75838999999999,7,sort,-800,
82.75838999999999,10,sort,-800,
83.29167,1,j4-1,,,
83.29167,2,j1-2,,,
83.29167,3,j1-2,,,
83.29167,4,j3-4,,,
83.29167,5,j2-3,,,
83.29167,6,j2-3,,,
83.29167,7,j1-2,,,
83.29167,8,j1-2,,,
83.29167,9,j1-2,,,
83.29167,10,j3-4,,,
83.45832,MOT_mc_bg_black_00,b65-0,,
83.45832,MOT_mc_speaker_00,on,,
83.49164999999999,MOT_mc_stage_color_00,b-flash,,
83.55830999999999,MOT_mc_light_center_00,on,,
83.55830999999999,MOT_mc_light_up_00,on,,
83.6583,1,lp1,,,
83.6583,2,lp2,,,
83.6583,3,lp2,,,
83.6583,4,lp4,,,
83.6583,5,lp3,,,
83.6583,6,lp3,,,
83.6583,7,lp2,,,
83.6583,8,lp2,,,
83.6583,9,lp2,,,
83.6583,10,lp4,,,
84.02493,1,1-2,,,
84.02493,2,2-3,,,
84.02493,3,2-3,,,
84.02493,4,4-1,,,
84.02493,5,3-4,,,
84.02493,6,3-4,,,
84.02493,7,2-3,,,
84.02493,8,2-3,,,
84.02493,9,2-3,,,
84.02493,10,4-1,,,
84.35822999999999,1,lp2,,,
84.35822999999999,2,lp3,,,
84.35822999999999,3,lp3,,,
84.35822999999999,4,lp1,,,
84.35822999999999,5,lp4,,,
84.35822999999999,6,lp4,,,
84.35822999999999,7,lp3,,,
84.35822999999999,8,lp3,,,
84.35822999999999,9,lp3,,,
84.35822999999999,10,lp1,,,
85.35813,1,2-3,,,
85.35813,2,3-4,,,
85.35813,3,3-4,,,
85.35813,4,1-2,,,
85.35813,5,4-1,,,
85.35813,6,4-1,,,
85.35813,7,3-4,,,
85.35813,8,3-4,,,
85.35813,9,3-4,,,
85.35813,10,1-2,,,
85.69143,1,3-4,,,
85.69143,2,4-1,,,
85.69143,3,4-1,,,
85.69143,4,2-3,,,
85.69143,5,1-2,,,
85.69143,6,1-2,,,
85.69143,7,4-1,,,
85.69143,8,4-1,,,
85.69143,9,4-1,,,
85.69143,10,2-3,,,
86.02472999999999,1,j4-1,,,
86.02472999999999,2,j1-2,,,
86.02472999999999,3,j1-2,,,
86.02472999999999,4,j3-4,,,
86.02472999999999,5,j2-3,,,
86.02472999999999,6,j2-3,,,
86.02472999999999,7,j1-2,,,
86.02472999999999,8,j1-2,,,
86.02472999999999,9,j1-2,,,
86.02472999999999,10,j3-4,,,
86.35803,1,lp1,,,
86.35803,2,lp2,,,
86.35803,3,lp2,,,
86.35803,4,lp4,,,
86.35803,5,lp3,,,
86.35803,6,lp3,,,
86.35803,7,lp2,,,
86.35803,8,lp2,,,
86.35803,9,lp2,,,
86.35803,10,lp4,,,
88.05785999999999,1,1-2,,,
