0.03333,MOT_all,cut1,,
0.03333,MOT_mc_back_00,lt_1,,
0.03333,MOT_control_all,zoom01,,
32.09679,MOT_mc_stage_color_00,b-flash,,
33.29667,5,w1,,,
33.29667,4,w1,,,
33.29667,3,w3,,,
33.29667,2,w2,,,
33.29667,1,w1,,,
33.36333,MOT_mc_stage_color_00,y-flash,,
33.36333,MOT_control_all,zoom03,,
33.6633,2,,,,D40
33.6633,3,,,,L0
33.6633,2,,,b0,
33.6633,1,1-2,,,
33.6633,3,,,f1,
33.6633,4,1-2,,,
33.6633,5,1-2,,,
34.329899999999995,1,2-3,,,
34.329899999999995,2,2-3,,,
34.329899999999995,3,3-4,,,
34.329899999999995,4,2-3,,,
34.329899999999995,5,2-3,,,
34.663199999999996,1,3-4,,,
34.663199999999996,2,3-4,,,
34.663199999999996,3,4-1,,,
34.663199999999996,4,3-4,,,
34.663199999999996,5,3-4,,,
35.42979,1,4-1,,,
35.42979,2,4-1,,,
35.42979,3,1-2,,,
35.42979,4,4-1,,,
35.42979,5,4-1,,,
36.06306,2,j1-2,,,
36.06306,3,j2-3,,,
36.329699999999995,1,j1-2,,,
36.329699999999995,4,j1-2,,,
36.329699999999995,5,j1-2,,,
37.129619999999996,3,w3,,,
37.129619999999996,2,w2,,,
37.39626,5,w2,,,
37.39626,4,w2,,,
37.39626,1,w2,,,
38.16285,MOT_mc_stage_color_00,r-flash,,
38.16285,1,2-3,,,
38.16285,2,2-3,,,
38.16285,3,3-4,,,
38.16285,4,2-3,,,
38.16285,5,2-3,,,
38.796119999999995,1,j3-4,,,
38.796119999999995,4,j3-4,,,
38.796119999999995,5,j3-4,,,
39.09609,3,w4,,,
39.09609,2,w3,,,
39.129419999999996,2,j3-4,,,
39.129419999999996,3,j4-1,,,
39.6627,1,j4-1,,,
39.6627,2,j4-1,,,
39.6627,3,j1-2,,,
39.6627,4,j4-1,,,
39.6627,5,j4-1,,,
40.16265,1,1-2,,,
40.16265,2,1-2,,,
40.16265,3,2-3,,,
40.16265,4,1-2,,,
40.16265,5,1-2,,,
40.19598,MOT_mc_stage_color_00,b-flash,,
40.62927,1,2-3,,,
40.62927,2,2-3,,,
40.62927,3,3-4,,,
40.62927,4,2-3,,,
40.62927,5,2-3,,,
40.9959,1,j3-4,,,
40.9959,2,j3-4,,,
40.9959,3,j4-1,,,
40.9959,4,j3-4,,,
40.9959,5,j3-4,,,
41.3292,MOT_mc_stage_color_00,y-flash,,
41.86248,MOT_control_all,zoom04,,
41.86248,1,hj4,,,
41.86248,2,hj4,,,
41.86248,3,hj1,,,
41.86248,4,hj4,,,
41.86248,5,hj4,,,
41.89581,MOT_mc_stage_color_00,r-flash,,
42.46242,MOT_mc_stage_color_00,r-flash,,
42.46242,3,,,,D40
42.46242,4,,,,L0
42.46242,1,4-1,,,
42.46242,2,4-1,,,
42.46242,3,,,b0,
42.46242,4,,,f1,
42.46242,5,4-1,,,
42.829049999999995,1,j1-2,,,
42.829049999999995,2,j1-2,,,
42.829049999999995,3,j1-2,,,
42.829049999999995,4,j4-1,,,
42.829049999999995,5,j1-2,,,
43.52898,1,2-3,,,
43.52898,2,2-3,,,
43.52898,3,2-3,,,
43.52898,4,1-2,,,
43.52898,5,2-3,,,
43.628969999999995,MOT_mc_stage_color_00,y-flash,,
43.89561,1,j3-4,,,
43.89561,2,j3-4,,,
43.89561,3,j3-4,,,
43.89561,4,j2-3,,,
43.89561,5,j3-4,,,
44.828849999999996,4,j3-4,,,
44.96217,5,w4,,,
44.96217,3,w4,,,
44.96217,2,w4,,,
44.96217,1,w4,,,
45.228809999999996,2,4-1,,,
45.228809999999996,3,4-1,,,
45.49545,1,4-1,,,
45.49545,4,4-1,,,
45.49545,5,4-1,,,
45.76209,2,j1-2,,,
45.76209,3,j1-2,,,
46.16205,4,j1-2,,,
46.428689999999996,5,w1,,,
46.428689999999996,1,w1,,,
46.428689999999996,MOT_mc_stage_color_00,b-flash,,
46.462019999999995,1,j1-2,,,
46.462019999999995,5,j1-2,,,
46.662,2,j2-3,,,
46.662,3,j2-3,,,
46.76199,MOT_control_all,zoom05,,
47.02863,4,,,,D40
47.02863,5,,,,L0
47.02863,4,,,b0,
47.02863,5,,,f1,
47.19528,1,2-3,,,
47.19528,2,3-4,,,
47.19528,3,3-4,,,
47.228609999999996,4,w2,,,
47.42859,5,j2-3,,,
48.028529999999996,2,4-1,,,
48.028529999999996,4,2-3,,,
48.128519999999995,3,w4,,,
48.128519999999995,1,w3,,,
48.16185,1,3-4,,,
48.16185,3,4-1,,,
48.29517,5,j3-4,,,
48.62847,MOT_mc_stage_color_00,y-flash,,
48.82845,4,j3-4,,,
48.96177,2,j1-2,,,
49.06176,1,j4-1,,,
49.09509,3,w1,,,
49.16175,3,j1-2,,,
49.361729999999994,5,w4,,,
49.52838,5,4-1,,,
49.86168,5,1-2,,,
49.86168,4,4-1,,,
49.86168,1,1-2,,,
50.02833,2,w2,,,
50.02833,3,2-3,,,
50.02833,2,2-3,,,
50.494949999999996,1,2-3,,,
50.494949999999996,2,3-4,,,
50.494949999999996,3,3-4,,,
50.494949999999996,4,1-2,,,
50.62827,5,j2-3,,,
51.26154,MOT_control_all,zoom06,,
51.42819,4,w2,,,
51.42819,3,w4,,,
51.42819,2,w4,,,
51.42819,1,w3,,,
51.59484,MOT_mc_stage_color_00,b-flash,,
51.59484,5,,,,D40
51.59484,1,,,,L0
51.59484,5,,,b0,
51.59484,1,,,f1,
51.694829999999996,5,w3,,,
51.92814,1,j3-4,,,
51.92814,2,j4-1,,,
51.92814,3,j4-1,,,
51.92814,4,j2-3,,,
51.92814,5,j3-4,,,
52.6614,2,1-2,,,
52.6614,3,1-2,,,
52.76139,MOT_mc_stage_color_00,y-flash,,
52.894709999999996,1,j4-1,,,
52.894709999999996,4,j3-4,,,
52.894709999999996,5,j4-1,,,
53.59464,3,w2,,,
53.59464,2,w2,,,
53.827949999999994,1,1-2,,,
53.827949999999994,2,2-3,,,
53.827949999999994,3,2-3,,,
53.827949999999994,4,4-1,,,
53.827949999999994,5,1-2,,,
54.194579999999995,1,j2-3,,,
54.194579999999995,2,j3-4,,,
54.194579999999995,3,j3-4,,,
54.194579999999995,4,j1-2,,,
54.194579999999995,5,j2-3,,,
54.627869999999994,4,j2-3,,,
54.627869999999994,5,j3-4,,,
54.994499999999995,2,j4-1,,,
54.994499999999995,3,j4-1,,,
55.22781,1,j3-4,,,
55.59444,MOT_mc_stage_color_00,r-flash,,
55.69443,5,w4,,,
55.69443,4,w3,,,
56.02773,2,,,,L0
56.02773,3,,,,L0
56.02773,2,,,f1,
56.02773,3,,,f1,
56.02773,1,4-1,,,
56.02773,4,3-4,,,
56.02773,5,4-1,,,
56.06106,3,w1,,,
56.06106,2,w1,,,
56.12772,MOT_mc_stage_color_00,b-flash,,
56.36103,1,j1-2,,,
56.36103,2,j1-2,,,
56.36103,3,j1-2,,,
56.36103,4,j4-1,,,
56.36103,5,j1-2,,,
57.16095,1,2-3,,,
57.16095,2,2-3,,,
57.16095,3,2-3,,,
57.16095,4,1-2,,,
57.16095,5,2-3,,,
57.29427,MOT_mc_stage_color_00,y-flash,,
57.49425,1,j3-4,,,
57.49425,2,j3-4,,,
57.49425,3,j3-4,,,
57.49425,4,j2-3,,,
57.49425,5,j3-4,,,
58.36083,MOT_control_all,zoom07,,
58.56081,5,w4,,,
58.56081,4,w3,,,
58.56081,3,w4,,,
58.56081,2,w4,,,
58.56081,1,w4,,,
58.627469999999995,4,,,,L0
58.627469999999995,5,,,,L0
58.627469999999995,4,,,f1,
58.627469999999995,5,,,f1,
58.627469999999995,1,4-1,,,
58.627469999999995,2,4-1,,,
58.627469999999995,3,4-1,,,
58.994099999999996,1,j1-2,,,
58.994099999999996,2,j1-2,,,
58.994099999999996,3,j1-2,,,
58.994099999999996,4,j3-4,,,
58.994099999999996,5,j4-1,,,
59.59404,1,j2-3,,,
59.860679999999995,2,j2-3,,,
59.860679999999995,3,j2-3,,,
60.06066,5,w1,,,
60.06066,4,w4,,,
60.16065,4,j4-1,,,
60.16065,5,j1-2,,,
60.660599999999995,1,w3,,,
60.660599999999995,MOT_mc_stage_color_00,b-flash,,
60.660599999999995,1,hj3,,,
60.660599999999995,2,hj3,,,
60.660599999999995,3,hj3,,,
60.660599999999995,4,hj1,,,
60.660599999999995,5,hj2,,,
61.36053,1,lp3,,,
61.36053,2,lp3,,,
61.36053,3,lp3,,,
61.36053,4,lp1,,,
61.36053,5,lp2,,,
62.46042,MOT_control_all,zoom08,,
62.49375,1,j3-4,,,
62.49375,2,j3-4,,,
62.49375,3,j3-4,,,
62.693729999999995,MOT_mc_stage_color_00,r-flash,,
62.727059999999994,1,,,,D40
62.727059999999994,3,,,,D40
62.727059999999994,5,,,,D40
62.92704,4,j1-2,,,
62.92704,5,j2-3,,,
63.493649999999995,1,4-1,,,
63.493649999999995,2,4-1,,,
63.493649999999995,3,4-1,,,
63.493649999999995,4,2-3,,,
63.493649999999995,5,3-4,,,
63.82695,1,1-2,,,
63.82695,2,1-2,,,
63.82695,3,1-2,,,
63.82695,4,3-4,,,
63.82695,5,4-1,,,
64.16024999999999,1,j2-3,,,
64.16024999999999,2,j2-3,,,
64.16024999999999,3,j2-3,,,
64.16024999999999,4,j4-1,,,
64.16024999999999,5,j1-2,,,
64.76019,MOT_mc_special_02,cut2_01,,
64.9935,MOT_all,cut3,,
64.9935,1,,,,L0
64.9935,2,,,,D40
64.9935,4,,,,D40
65.22681,5,w2,,,
65.22681,4,w1,,,
65.22681,3,w3,,,
65.22681,2,w3,,,
65.22681,1,w3,,,
65.26013999999999,1,3-4,,,
65.96007,1,j4-1,,,
66.69333,1,1-2,,,
67.49325,MOT_mc_special_02,cut2_02,,
67.62657,1,w2,,,
67.6599,1,,,,D40
67.6599,3,,,,L0
67.6599,5,,,,L0
67.75989,3,j3-4,,,
67.75989,5,j2-3,,,
68.3265,1,2-3,,,
68.3265,2,3-4,,,
68.3265,3,4-1,,,
68.3265,4,1-2,,,
68.3265,5,3-4,,,
68.65979999999999,1,3-4,,,
68.65979999999999,2,4-1,,,
68.65979999999999,3,1-2,,,
68.65979999999999,4,2-3,,,
68.65979999999999,5,4-1,,,
68.75979,MOT_mc_special_02,cut2_03,,
68.9931,1,j4-1,,,
68.9931,2,j1-2,,,
68.9931,3,j2-3,,,
68.9931,4,j3-4,,,
68.9931,5,j1-2,,,
69.02642999999999,MOT_all,cut4,,
69.02642999999999,2,,,,L0
69.02642999999999,3,,,,D40
69.02642999999999,5,,,,D40
69.79302,2,2-3,,,
70.05966,5,w2,,,
70.05966,4,w4,,,
70.05966,3,w3,,,
70.05966,1,w1,,,
70.45962,2,3-4,,,
71.25954,2,4-1,,,
71.79281999999999,2,j1-2,,,
71.9928,4,j4-1,,,
71.9928,5,j2-3,,,
72.35943,MOT_mc_special_02,cut2_04,,
72.55941,1,1-2,,,
72.55941,2,2-3,,,
72.55941,3,3-4,,,
72.55941,4,1-2,,,
72.55941,5,3-4,,,
72.72605999999999,2,,,,D40
72.72605999999999,4,,,,L0
72.72605999999999,5,,,,L0
72.89271,1,2-3,,,
72.89271,2,3-4,,,
72.89271,3,4-1,,,
72.89271,4,2-3,,,
72.89271,5,4-1,,,
73.22601,1,j3-4,,,
73.22601,2,j4-1,,,
73.22601,3,j1-2,,,
73.22601,4,j3-4,,,
73.22601,5,j1-2,,,
73.79262,MOT_mc_special_02,cut2_01,,
74.02593,MOT_all,cut5,,
74.02593,3,,,,L0
74.02593,4,,,,D40
74.02593,5,,,,D40
74.02593,3,2-3,,,
74.29257,5,w2,,,
74.29257,4,w4,,,
74.29257,2,w1,,,
74.29257,1,w4,,,
74.35923,3,3-4,,,
74.89251,3,j4-1,,,
75.49244999999999,3,j1-2,,,
76.29236999999999,MOT_mc_special_02,cut2_02,,
76.49235,1,,,,L0
76.49235,2,,,,L0
76.49235,1,j4-1,,,
76.49235,2,j1-2,,,
76.49235,3,j2-3,,,
76.9923,1,1-2,,,
76.9923,2,2-3,,,
76.9923,3,3-4,,,
76.9923,4,4-1,,,
76.9923,5,2-3,,,
77.3256,1,2-3,,,
77.3256,2,3-4,,,
77.3256,3,4-1,,,
77.3256,4,1-2,,,
77.3256,5,3-4,,,
77.6589,1,j3-4,,,
77.6589,2,j4-1,,,
77.6589,3,j1-2,,,
77.6589,4,j2-3,,,
77.6589,5,j4-1,,,
77.92554,MOT_mc_special_02,cut2_03,,
78.12552,MOT_mc_stage_color_00,r-flash,,
78.15885,MOT_all,cut6,,
78.15885,4,,,,L0
78.15885,1,,,,D40
78.15885,2,,,,D40
78.15885,3,,,,D40
78.15885,4,3-4,,,
78.72546,5,w1,,,
78.72546,3,w2,,,
78.72546,2,w1,,,
78.72546,1,w4,,,
78.79212,4,4-1,,,
79.12541999999999,4,lp1,,,
80.89191,MOT_mc_special_02,cut2_04,,
80.95857,MOT_mc_back_00,lt_2,,
81.05856,1,4-1,,,
81.05856,2,1-2,,,
81.05856,3,2-3,,,
81.05856,4,1-2,,,
81.05856,5,1-2,,,
81.09188999999999,MOT_mc_stage_color_00,b-flash,,
81.09188999999999,MOT_control_all,zoom10,,
81.09188999999999,1,,,,L0
81.09188999999999,2,,,,L0
81.09188999999999,3,,,,L0
81.09188999999999,5,,,,L0
81.39186,1,j1-2,,,
81.39186,2,j2-3,,,
81.39186,3,j3-4,,,
81.39186,4,j2-3,,,
81.39186,5,j2-3,,,
81.82515,MOT_mc_stage_color_00,y-flash,,
81.95846999999999,1,2-3,,,
81.95846999999999,2,3-4,,,
81.95846999999999,3,4-1,,,
81.95846999999999,4,3-4,,,
81.95846999999999,5,3-4,,,
82.29177,1,3-4,,,
82.29177,2,4-1,,,
82.29177,3,1-2,,,
82.29177,4,4-1,,,
82.29177,5,4-1,,,
82.62507,1,j4-1,,,
82.62507,2,j1-2,,,
82.62507,3,j2-3,,,
82.62507,4,j1-2,,,
82.62507,5,j1-2,,,
82.95837,MOT_mc_stage_color_00,r-flash,,
83.25833999999999,1,1-2,,,
83.25833999999999,2,2-3,,,
83.25833999999999,3,3-4,,,
83.25833999999999,4,2-3,l1,,
83.25833999999999,5,2-3,r1,,
83.82495,1,2-3,,,
83.82495,2,3-4,l1,,
83.82495,3,4-1,r1,,
83.82495,4,3-4,,,
83.82495,5,3-4,,,
84.39156,1,3-4,,,
84.39156,2,4-1,,,
84.39156,3,1-2,,,
84.39156,4,4-1,,,
84.39156,5,4-1,,,
84.72485999999999,4,j1-2,,,
84.72485999999999,5,j1-2,,,
84.89151,2,j1-2,,,
84.89151,3,j2-3,,,
85.02483,1,j4-1,,,
85.25814,MOT_mc_stage_color_00,b-flash,,
85.42479,MOT_control_all,zoom11,,
85.72475999999999,4,,,,D40
85.72475999999999,2,,,,D40
85.72475999999999,3,,,,D40
85.72475999999999,5,,,,D40
85.72475999999999,1,,,f2,
85.72475999999999,2,2-3,lb0,,
85.72475999999999,3,3-4,rb0,,
85.72475999999999,4,2-3,lb0,,
85.72475999999999,5,2-3,rb0,,
86.09138999999999,1,w1,,,
86.39135999999999,MOT_mc_stage_color_00,y-flash,,
86.42469,1,1-2,,,
86.42469,2,3-4,r1,,
86.42469,3,4-1,l1,,
86.42469,4,3-4,r1,,
86.42469,5,3-4,l1,,
86.75798999999999,1,2-3,,,
86.75798999999999,2,4-1,,,
86.75798999999999,3,1-2,,,
86.75798999999999,4,4-1,,,
86.75798999999999,5,4-1,,,
87.09129,1,j3-4,,,
87.09129,2,j1-2,,,
87.09129,3,j2-3,,,
87.09129,4,j1-2,,,
87.09129,5,j1-2,,,
87.55790999999999,MOT_mc_stage_color_00,r-flash,,
87.99119999999999,1,j4-1,,,
87.99119999999999,2,j2-3,,,
87.99119999999999,3,j3-4,,,
87.99119999999999,4,j2-3,,,
87.99119999999999,5,j2-3,,,
88.49114999999999,1,1-2,,,
88.49114999999999,2,3-4,,,
88.49114999999999,3,4-1,,,
88.49114999999999,4,3-4,,,
88.49114999999999,5,3-4,,,
88.82445,1,2-3,,,
88.82445,2,4-1,,,
88.82445,3,1-2,,,
88.82445,4,4-1,,,
88.82445,5,4-1,,,
89.15775,4,1-2,,,
89.15775,5,1-2,,,
89.29106999999999,2,1-2,,,
89.29106999999999,3,2-3,,,
89.39106,1,3-4,,,
89.79101999999999,MOT_mc_stage_color_00,b-flash,,
89.89101,MOT_control_all,zoom12,,
90.09098999999999,5,w2,,,
90.09098999999999,4,w2,,,
90.12432,4,,,,L0
90.12432,2,,,,L0
90.12432,3,,,,L0
90.12432,5,,,,L0
90.15764999999999,1,,,b1,
90.15764999999999,2,2-3,,,
90.15764999999999,3,3-4,,,
90.15764999999999,4,2-3,,,
90.15764999999999,5,2-3,,,
90.3243,1,w4,,,
90.49095,1,j4-1,,,
90.49095,2,j3-4,,,
90.49095,3,j4-1,,,
90.49095,4,j3-4,,,
90.49095,5,j3-4,,,
90.9909,MOT_mc_stage_color_00,r-flash,,
91.05756,1,1-2,,,
91.05756,2,4-1,,,
91.05756,3,1-2,,,
91.05756,4,4-1,,,
91.05756,5,4-1,,,
91.39085999999999,1,2-3,,,
91.39085999999999,2,1-2,,,
91.39085999999999,3,2-3,,,
91.39085999999999,4,1-2,,,
91.39085999999999,5,1-2,,,
91.72416,1,j3-4,,,
91.72416,2,j2-3,,,
91.72416,3,j3-4,,,
91.72416,4,j2-3,,,
91.72416,5,j2-3,,,
92.12411999999999,MOT_mc_stage_color_00,y-flash,,
92.35743,1,4-1,,,
92.35743,2,3-4,,,
92.35743,3,4-1,,,
92.35743,4,3-4,rb0,,
92.35743,5,3-4,lb0,,
92.92403999999999,1,1-2,,,
92.92403999999999,2,4-1,rb0,,
92.92403999999999,3,1-2,lb0,,
92.92403999999999,4,4-1,,,
92.92403999999999,5,4-1,,,
93.49065,1,2-3,,,
93.49065,2,1-2,,,
93.49065,3,2-3,,,
93.49065,4,1-2,,,
93.49065,5,1-2,,,
93.82395,4,j2-3,,,
93.82395,5,j2-3,,,
93.9906,2,j2-3,,,
93.9906,3,j3-4,,,
94.12392,1,j3-4,,,
94.39056,MOT_mc_stage_color_00,r-flash,,
94.89050999999999,5,w3,,,
94.89050999999999,4,w3,,,
94.95716999999999,MOT_mc_stage_color_00,b-flash,,
95.05716,3,w4,,,
95.05716,2,w3,,,
95.05716,MOT_control_all,zoom13,,
95.19048,1,w4,,,
95.32379999999999,4,,,,D40
95.32379999999999,2,,,,D40
95.32379999999999,3,,,,D40
95.32379999999999,1,,,,D40
95.32379999999999,1,4-1,,,
95.32379999999999,2,3-4,,,
95.32379999999999,3,4-1,,,
95.32379999999999,4,3-4,,,
95.32379999999999,5,,,f2,
95.75708999999999,1,1-2,,,
95.75708999999999,2,4-1,,,
95.75708999999999,3,1-2,,,
95.75708999999999,4,4-1,,,
95.75708999999999,5,3-4,,,
96.09039,1,2-3,,,
96.09039,2,1-2,,,
96.09039,3,2-3,,,
96.09039,4,1-2,,,
96.09039,5,4-1,,,
96.69032999999999,1,j3-4,,,
96.69032999999999,2,j2-3,,,
96.69032999999999,3,j3-4,,,
96.69032999999999,4,j2-3,,,
96.69032999999999,5,j1-2,,,
96.95697,MOT_mc_stage_color_00,b-flash,,
97.55691,1,4-1,,,
97.55691,4,3-4,,,
97.55691,5,2-3,,,
97.75689,3,w4,,,
97.75689,2,w3,,,
97.79021999999999,2,3-4,,,
97.79021999999999,3,4-1,,,
98.19018,1,j1-2,,,
98.19018,2,j4-1,,,
98.19018,3,j1-2,,,
98.19018,4,j4-1,,,
98.19018,5,j3-4,,,
98.55681,1,2-3,,,
98.55681,2,1-2,,,
98.55681,3,2-3,,,
98.55681,4,1-2,,,
98.55681,5,4-1,,,
98.95676999999999,1,j3-4,,,
98.95676999999999,2,j2-3,,,
98.95676999999999,3,j3-4,,,
98.95676999999999,4,j2-3,,,
98.95676999999999,5,j1-2,,,
99.39005999999999,MOT_mc_stage_color_00,r-flash,,
99.55671,MOT_control_all,zoom14,,
99.75668999999999,4,,,,L0
